temperature_celsius,rainfall_mm,soil_type,crop_variety,season,irrigation_type,region,fertilizer_kg_per_acre,sunlight_hours,crop_yield_ton_per_acre
27.83,1327.26,Peaty,Rice,Zaid,Drip,North,108.92,8.39,13.887
24.03,317.13,Sandy,Barley,Kharif,Flood,Central,174.08,4.54,9.718
29.11,1292.36,Silty,Rice,Zaid,Sprinkler,North,30.57,9.62,11.161
24.2,1497.57,Loamy,Rice,Zaid,Rainfed,East,128.14,9.56,13.316
24.1,413.72,Silty,Barley,Kharif,Rainfed,Central,103.21,6.78,8.156
25.5,1032.78,Peaty,Wheat,Kharif,Sprinkler,South,69.34,8.14,11.352
15.85,507.09,Peaty,Rice,Zaid,Flood,North,33.1,9.33,8.633
38.39,1198.54,Silty,Wheat,Kharif,Rainfed,West,86.92,6.49,12.896
27.47,1170.0,Peaty,Maize,Zaid,Flood,Central,45.13,8.07,11.419
20.92,1332.18,Clay,Rice,Rabi,Flood,South,47.78,4.83,9.256
28.06,261.87,Clay,Rice,Rabi,Rainfed,North,41.18,6.32,6.487
17.14,1230.94,Loamy,Rice,Zaid,Drip,West,160.69,11.83,14.903
31.0,347.79,Silty,Rice,Zaid,Flood,South,126.77,10.92,8.899
21.14,342.97,Silty,Barley,Rabi,Drip,South,104.61,8.45,7.525
27.69,1006.92,Silty,Sorghum,Kharif,Sprinkler,North,159.87,5.84,11.755
34.76,696.04,Clay,Maize,Kharif,Drip,South,189.61,4.8,11.145
22.72,829.75,Loamy,Rice,Rabi,Flood,North,92.1,9.83,10.659
23.8,911.18,Loamy,Wheat,Rabi,Drip,North,49.82,11.41,11.664
33.71,330.62,Clay,Maize,Zaid,Flood,Central,89.35,5.44,8.365
22.4,826.51,Loamy,Sorghum,Kharif,Drip,South,135.91,10.97,12.361
35.12,1281.5,Silty,Wheat,Rabi,Drip,East,38.93,7.08,11.427
16.93,1346.06,Clay,Barley,Kharif,Sprinkler,Central,141.57,9.4,14.349
22.15,1280.64,Silty,Wheat,Rabi,Sprinkler,East,53.18,10.38,13.135
25.2,1334.87,Clay,Maize,Kharif,Flood,South,19.3,11.38,13.468
28.19,1315.48,Clay,Rice,Kharif,Flood,North,120.38,7.53,13.085
28.64,1079.52,Sandy,Wheat,Rabi,Flood,Central,14.7,11.07,11.234
24.57,1419.99,Silty,Rice,Rabi,Sprinkler,West,193.69,5.07,12.833
33.41,447.87,Silty,Rice,Kharif,Drip,West,40.64,7.08,7.383
20.66,460.47,Silty,Maize,Kharif,Rainfed,North,172.08,5.07,8.599
32.81,1124.03,Clay,Rice,Rabi,Drip,South,156.37,4.35,13.688
35.05,1266.49,Sandy,Maize,Rabi,Sprinkler,North,67.94,10.83,13.958
38.1,323.33,Sandy,Maize,Rabi,Drip,East,34.89,10.51,7.18
35.75,836.24,Sandy,Maize,Kharif,Flood,North,192.11,4.32,12.776
15.61,610.43,Loamy,Barley,Rabi,Rainfed,West,82.13,4.4,7.253
35.37,1409.06,Peaty,Maize,Zaid,Sprinkler,North,82.46,6.43,11.943
20.19,763.64,Loamy,Barley,Zaid,Sprinkler,East,37.36,11.6,10.197
27.01,920.97,Sandy,Wheat,Rabi,Rainfed,West,145.46,6.95,10.17
18.73,1193.97,Peaty,Wheat,Kharif,Sprinkler,South,43.83,8.17,9.21
30.96,992.36,Loamy,Barley,Rabi,Rainfed,South,34.81,7.43,11.116
21.86,246.09,Clay,Barley,Kharif,Flood,Central,29.45,5.76,6.24
29.93,1068.43,Clay,Wheat,Rabi,Flood,South,94.6,5.54,10.665
15.9,270.41,Loamy,Rice,Rabi,Sprinkler,North,109.62,10.43,9.279
15.27,1184.67,Clay,Wheat,Kharif,Rainfed,East,135.79,10.01,13.067
35.42,398.42,Sandy,Rice,Kharif,Flood,West,26.68,9.74,7.448
18.9,525.43,Sandy,Maize,Rabi,Flood,West,74.82,9.97,9.388
17.75,649.33,Loamy,Maize,Rabi,Flood,Central,98.21,10.81,10.087
17.55,409.09,Peaty,Maize,Kharif,Drip,West,193.79,10.57,11.127
29.36,1452.71,Clay,Rice,Kharif,Drip,South,181.22,11.47,15.171
20.14,1410.01,Peaty,Rice,Rabi,Flood,Central,154.53,7.41,12.714
21.87,1102.28,Loamy,Wheat,Kharif,Rainfed,South,149.42,6.65,13.588
27.61,276.67,Sandy,Wheat,Zaid,Sprinkler,Central,33.79,11.26,8.055
25.05,1199.48,Sandy,Barley,Kharif,Flood,South,185.56,7.33,13.709
33.8,1209.83,Sandy,Wheat,Kharif,Rainfed,East,27.03,10.61,13.299
32.54,266.1,Loamy,Wheat,Rabi,Flood,Central,109.48,7.79,9.034
38.12,446.65,Sandy,Sorghum,Zaid,Flood,East,24.9,9.06,8.956
25.77,1009.94,Silty,Maize,Rabi,Rainfed,South,73.04,10.56,10.226
24.54,727.94,Sandy,Sorghum,Zaid,Drip,East,145.6,4.19,10.359
18.33,707.12,Sandy,Rice,Rabi,Rainfed,West,198.46,8.54,13.223
26.18,1053.49,Peaty,Maize,Kharif,Flood,Central,168.61,8.5,13.264
23.66,1149.19,Silty,Rice,Rabi,Sprinkler,North,45.8,9.36,10.157
21.32,1203.66,Clay,Wheat,Kharif,Flood,North,167.76,8.61,11.734
29.06,986.86,Loamy,Rice,Rabi,Flood,South,198.22,5.8,12.89
33.1,1163.37,Loamy,Maize,Rabi,Rainfed,North,138.93,9.98,12.015
16.19,1476.11,Clay,Wheat,Kharif,Drip,West,169.04,6.64,13.256
30.78,1314.44,Sandy,Maize,Rabi,Flood,West,16.24,8.42,10.598
27.3,330.7,Clay,Wheat,Rabi,Flood,South,19.2,9.08,6.569
31.26,1102.81,Clay,Wheat,Rabi,Sprinkler,East,37.75,4.86,10.583
15.5,1056.73,Loamy,Maize,Zaid,Sprinkler,East,61.8,9.99,9.674
28.39,1125.93,Clay,Wheat,Kharif,Flood,Central,55.43,9.51,11.574
38.01,856.3,Loamy,Wheat,Kharif,Drip,West,124.09,5.83,11.461
31.2,700.37,Loamy,Wheat,Zaid,Flood,Central,121.24,11.82,11.223
33.9,1107.51,Loamy,Maize,Rabi,Drip,West,35.5,7.0,9.837
28.86,1104.58,Silty,Wheat,Rabi,Flood,West,101.1,11.05,13.404
27.25,983.87,Clay,Rice,Rabi,Drip,North,25.66,10.51,10.11
33.0,826.63,Clay,Wheat,Rabi,Drip,West,159.32,5.81,11.144
33.02,992.03,Loamy,Rice,Rabi,Flood,West,33.58,4.69,10.141
15.43,1266.33,Loamy,Rice,Rabi,Sprinkler,East,86.43,10.5,12.895
19.27,1269.6,Clay,Wheat,Rabi,Flood,West,184.92,5.59,14.552
22.66,774.78,Clay,Maize,Kharif,Sprinkler,West,183.1,10.28,12.855
33.61,311.21,Clay,Rice,Zaid,Sprinkler,South,75.93,4.37,7.026
37.93,438.28,Peaty,Rice,Zaid,Drip,West,138.65,6.46,10.701
25.38,908.85,Sandy,Barley,Rabi,Flood,South,194.92,4.35,11.778
28.85,346.93,Loamy,Wheat,Kharif,Flood,Central,134.37,9.96,10.833
15.42,1161.88,Loamy,Maize,Rabi,Flood,Central,168.97,7.81,12.746
19.62,526.15,Silty,Wheat,Kharif,Rainfed,Central,163.23,10.31,10.721
19.81,512.17,Loamy,Maize,Zaid,Flood,East,81.82,10.24,9.435
37.42,1175.85,Sandy,Sorghum,Kharif,Flood,Central,17.32,4.69,10.299
36.96,1114.67,Silty,Rice,Rabi,Rainfed,East,26.37,4.98,10.795
15.05,512.22,Sandy,Barley,Kharif,Sprinkler,East,68.36,7.89,9.976
17.72,322.78,Clay,Rice,Zaid,Rainfed,South,40.68,8.75,7.074
35.33,847.59,Peaty,Maize,Zaid,Drip,North,179.55,11.45,12.857
38.62,651.17,Peaty,Wheat,Rabi,Drip,South,79.17,4.05,8.053
24.65,940.94,Loamy,Barley,Kharif,Flood,North,65.49,9.02,10.019
35.39,1141.99,Silty,Barley,Rabi,Drip,North,52.72,4.46,10.589
30.32,912.26,Silty,Barley,Kharif,Rainfed,Central,128.26,9.81,11.308
33.76,1320.81,Sandy,Rice,Zaid,Rainfed,Central,112.76,5.46,11.97
24.66,838.68,Clay,Sorghum,Zaid,Sprinkler,Central,33.66,7.82,9.329
22.27,268.2,Clay,Wheat,Rabi,Drip,Central,74.34,5.39,6.372
33.62,1056.73,Silty,Barley,Zaid,Rainfed,South,138.79,5.91,10.061
24.36,1157.99,Peaty,Barley,Rabi,Sprinkler,West,64.8,5.36,10.799
37.29,536.68,Loamy,Maize,Kharif,Sprinkler,South,158.65,7.64,11.413
24.49,502.64,Peaty,Wheat,Rabi,Sprinkler,West,92.3,7.13,10.232
29.4,1122.02,Loamy,Maize,Kharif,Sprinkler,West,32.29,11.67,14.575
35.5,1328.42,Loamy,Rice,Kharif,Sprinkler,South,191.62,6.0,14.443
29.35,724.29,Sandy,Barley,Kharif,Sprinkler,South,65.31,8.98,7.81
16.92,1091.62,Loamy,Sorghum,Zaid,Flood,East,40.99,4.11,8.111
15.11,1381.29,Sandy,Wheat,Kharif,Sprinkler,East,14.55,10.05,11.199
25.21,468.98,Silty,Maize,Rabi,Flood,Central,149.04,9.54,11.017
26.53,857.39,Peaty,Barley,Rabi,Flood,Central,193.16,11.61,11.651
37.96,581.45,Silty,Maize,Kharif,Rainfed,North,192.4,11.45,13.826
21.1,744.14,Loamy,Wheat,Kharif,Drip,East,182.63,6.86,11.43
34.7,496.45,Sandy,Barley,Zaid,Rainfed,North,174.0,7.52,11.288
24.97,1014.19,Peaty,Wheat,Kharif,Rainfed,North,17.98,10.72,10.691
20.51,240.61,Loamy,Barley,Rabi,Sprinkler,South,107.71,7.76,6.943
20.78,901.94,Loamy,Maize,Rabi,Drip,South,196.22,9.14,13.344
28.57,1000.58,Clay,Wheat,Zaid,Rainfed,North,32.35,6.16,9.621
16.96,200.54,Peaty,Maize,Kharif,Flood,Central,178.65,11.09,9.1
31.44,1415.36,Sandy,Maize,Zaid,Sprinkler,East,68.95,6.05,12.412
28.72,320.45,Loamy,Maize,Rabi,Rainfed,North,52.05,5.03,6.806
20.73,639.21,Clay,Maize,Kharif,Sprinkler,Central,81.33,7.21,9.524
24.28,830.83,Peaty,Wheat,Zaid,Rainfed,West,159.09,8.48,11.764
30.61,1280.74,Silty,Rice,Kharif,Rainfed,West,52.4,4.3,9.471
27.59,1002.13,Sandy,Maize,Rabi,Flood,East,186.58,8.27,12.669
30.35,443.76,Silty,Wheat,Rabi,Drip,North,109.64,7.53,8.821
16.27,1108.1,Peaty,Wheat,Rabi,Rainfed,South,154.06,11.41,13.153
35.61,456.08,Silty,Barley,Rabi,Sprinkler,Central,24.13,4.72,7.758
21.03,744.14,Clay,Maize,Kharif,Sprinkler,Central,190.82,4.44,10.031
39.46,1042.23,Clay,Rice,Kharif,Flood,South,64.34,6.7,11.307
30.62,428.37,Sandy,Wheat,Kharif,Sprinkler,West,75.14,6.31,7.181
17.84,1294.41,Loamy,Rice,Rabi,Flood,East,101.03,11.01,14.127
27.89,1297.97,Sandy,Barley,Zaid,Rainfed,East,31.19,11.65,11.981
22.39,737.3,Clay,Rice,Rabi,Rainfed,North,182.02,11.32,12.387
24.86,788.61,Sandy,Sorghum,Zaid,Sprinkler,North,41.07,8.67,8.653
27.52,666.73,Peaty,Wheat,Kharif,Flood,West,18.89,4.4,8.738
26.09,418.33,Silty,Wheat,Kharif,Flood,East,136.77,6.58,7.723
25.14,1422.98,Clay,Rice,Zaid,Flood,West,127.39,8.37,14.469
31.13,709.87,Loamy,Sorghum,Kharif,Rainfed,Central,186.58,5.33,11.602
16.57,1191.76,Silty,Sorghum,Kharif,Sprinkler,West,126.68,7.99,10.66
19.2,708.08,Sandy,Rice,Rabi,Flood,East,159.37,5.69,10.193
24.1,415.34,Loamy,Wheat,Zaid,Drip,South,198.45,7.63,9.714
33.93,1395.72,Sandy,Rice,Rabi,Rainfed,West,99.55,8.47,13.058
37.16,1128.81,Peaty,Wheat,Rabi,Sprinkler,Central,16.59,11.24,11.1
16.51,1115.18,Loamy,Sorghum,Zaid,Sprinkler,East,77.73,7.84,11.38
24.84,1012.43,Sandy,Sorghum,Rabi,Flood,North,142.78,10.55,13.495
25.57,1141.3,Silty,Maize,Zaid,Sprinkler,North,133.58,8.25,13.235
19.82,1265.16,Sandy,Barley,Kharif,Drip,East,141.59,4.99,11.097
29.55,462.03,Sandy,Barley,Kharif,Drip,North,109.34,11.17,10.296
34.59,1096.9,Peaty,Barley,Kharif,Rainfed,North,60.81,5.19,9.168
23.05,1162.62,Silty,Sorghum,Kharif,Flood,East,165.29,6.56,12.747
30.27,1000.09,Clay,Maize,Rabi,Rainfed,Central,192.2,6.04,11.807
19.7,1321.05,Clay,Maize,Rabi,Rainfed,West,92.48,9.91,12.23
28.24,550.93,Silty,Rice,Rabi,Flood,East,173.07,9.62,9.539
33.52,933.65,Loamy,Maize,Kharif,Sprinkler,Central,54.6,7.98,9.938
37.63,1352.64,Silty,Sorghum,Rabi,Flood,East,123.75,6.16,12.548
36.07,353.61,Sandy,Wheat,Rabi,Rainfed,North,145.75,8.67,9.396
29.52,975.3,Clay,Sorghum,Kharif,Sprinkler,West,173.27,7.59,12.845
35.47,1320.97,Clay,Wheat,Zaid,Sprinkler,Central,71.71,4.85,10.889
24.05,1396.2,Loamy,Maize,Kharif,Flood,West,143.99,9.39,13.854
16.58,1247.52,Silty,Barley,Kharif,Flood,North,191.45,8.07,13.653
28.2,465.25,Peaty,Sorghum,Rabi,Flood,West,126.24,8.1,9.093
36.9,737.59,Sandy,Wheat,Zaid,Flood,North,139.45,8.8,11.608
22.29,1063.26,Loamy,Rice,Rabi,Flood,North,19.1,5.19,8.278
34.58,816.57,Silty,Rice,Kharif,Drip,East,13.81,5.44,7.569
20.23,1228.25,Loamy,Wheat,Kharif,Flood,North,132.98,5.78,11.351
20.05,685.58,Silty,Barley,Rabi,Rainfed,Central,105.92,8.95,9.953
16.42,787.58,Silty,Rice,Kharif,Rainfed,North,167.24,7.43,11.141
16.89,1383.5,Loamy,Maize,Rabi,Flood,North,108.93,10.21,14.133
30.0,573.14,Silty,Wheat,Rabi,Drip,East,35.58,8.12,9.335
27.43,832.01,Loamy,Wheat,Kharif,Rainfed,South,188.4,5.03,11.094
25.32,412.41,Silty,Barley,Kharif,Drip,West,162.21,8.36,11.371
21.9,1437.77,Loamy,Barley,Kharif,Sprinkler,West,28.81,10.09,12.568
35.29,946.64,Clay,Barley,Rabi,Sprinkler,South,180.79,5.25,11.71
20.47,1286.15,Silty,Barley,Kharif,Rainfed,Central,38.31,5.7,9.481
32.61,249.67,Clay,Rice,Kharif,Rainfed,Central,55.22,9.48,8.966
17.54,1025.59,Loamy,Sorghum,Zaid,Flood,Central,18.48,4.2,7.811
18.93,1449.87,Silty,Rice,Zaid,Drip,North,42.06,10.55,13.142
31.51,1101.16,Loamy,Rice,Kharif,Sprinkler,North,97.85,7.15,13.76
30.26,1280.33,Loamy,Rice,Rabi,Sprinkler,North,180.34,4.37,12.291
17.64,300.47,Peaty,Maize,Zaid,Rainfed,West,61.36,4.69,6.512
17.61,538.72,Sandy,Maize,Zaid,Drip,West,73.21,11.31,10.361
38.14,654.68,Loamy,Rice,Rabi,Flood,Central,48.8,5.15,8.313
32.46,835.86,Silty,Rice,Rabi,Sprinkler,South,11.13,7.52,7.853
30.83,301.71,Peaty,Rice,Kharif,Sprinkler,North,186.91,8.68,11.595
24.32,921.14,Sandy,Wheat,Rabi,Rainfed,Central,167.51,8.39,13.103
33.87,944.36,Clay,Barley,Rabi,Drip,North,178.13,6.64,13.454
19.82,1383.65,Silty,Maize,Zaid,Flood,Central,96.74,11.47,12.63
28.25,216.63,Loamy,Sorghum,Rabi,Drip,East,175.75,6.75,8.593
31.64,442.02,Loamy,Rice,Zaid,Drip,North,155.01,8.69,10.495
37.45,373.74,Peaty,Wheat,Kharif,Flood,South,132.35,7.01,9.161
33.41,1128.2,Peaty,Maize,Zaid,Rainfed,West,55.97,6.01,10.913
20.21,845.79,Sandy,Barley,Rabi,Sprinkler,South,164.27,6.67,12.128
20.13,1467.99,Loamy,Wheat,Zaid,Drip,Central,70.53,6.09,11.744
23.51,431.0,Loamy,Barley,Kharif,Rainfed,East,98.11,8.97,9.074
33.94,264.21,Sandy,Maize,Zaid,Sprinkler,West,174.16,8.48,11.399
20.19,741.44,Loamy,Rice,Rabi,Flood,Central,128.68,8.87,10.396
25.64,746.88,Sandy,Sorghum,Kharif,Rainfed,North,64.05,10.0,7.804
19.16,904.86,Silty,Rice,Kharif,Rainfed,North,29.16,7.33,8.539
15.65,535.49,Loamy,Wheat,Kharif,Sprinkler,East,160.36,4.99,10.25
18.14,1495.38,Peaty,Barley,Rabi,Sprinkler,East,49.02,5.32,11.775
29.12,1120.98,Silty,Barley,Zaid,Flood,East,16.07,4.26,9.563
17.66,929.59,Loamy,Rice,Rabi,Rainfed,South,56.01,9.13,9.385
20.44,1470.4,Sandy,Barley,Kharif,Sprinkler,East,54.87,7.85,11.761
16.62,1182.54,Clay,Rice,Rabi,Drip,North,40.43,7.53,9.677
26.36,1188.7,Sandy,Sorghum,Kharif,Drip,North,173.55,11.31,14.041
36.09,252.78,Silty,Rice,Rabi,Rainfed,North,80.18,4.19,7.477
25.14,1202.92,Loamy,Rice,Kharif,Rainfed,North,115.72,9.15,11.863
38.57,1086.6,Silty,Wheat,Kharif,Rainfed,East,162.77,4.1,13.277
35.56,1465.65,Clay,Barley,Rabi,Flood,South,100.84,7.8,13.119
32.45,667.74,Silty,Barley,Rabi,Flood,West,51.14,10.71,10.695
35.3,551.01,Peaty,Rice,Kharif,Rainfed,Central,129.52,5.07,10.755
21.84,1393.4,Clay,Sorghum,Kharif,Drip,Central,44.04,7.82,9.898
29.29,613.39,Clay,Wheat,Rabi,Drip,North,155.38,8.63,10.522
36.89,460.6,Silty,Rice,Kharif,Sprinkler,East,54.02,7.26,8.078
19.85,1188.63,Sandy,Barley,Kharif,Sprinkler,Central,53.97,9.9,9.561
37.8,963.76,Sandy,Wheat,Zaid,Sprinkler,North,34.02,8.09,10.67
32.26,1193.61,Silty,Barley,Kharif,Drip,East,193.88,8.25,14.354
36.55,1269.05,Silty,Maize,Kharif,Flood,North,175.26,5.37,14.331
15.6,1391.31,Peaty,Rice,Zaid,Flood,Central,177.6,10.56,14.196
39.27,897.79,Sandy,Wheat,Rabi,Sprinkler,West,90.5,8.96,11.957
18.21,1485.14,Loamy,Sorghum,Zaid,Flood,North,41.16,4.3,9.612
18.3,589.02,Clay,Maize,Kharif,Drip,Central,196.06,8.89,11.655
36.38,905.44,Loamy,Barley,Rabi,Flood,Central,55.76,7.23,8.773
29.9,249.01,Silty,Rice,Rabi,Sprinkler,East,24.82,9.32,7.492
20.01,504.75,Sandy,Wheat,Rabi,Drip,North,143.34,5.63,8.85
32.62,520.84,Loamy,Rice,Rabi,Sprinkler,West,105.42,7.03,10.131
17.4,481.34,Loamy,Rice,Rabi,Rainfed,North,25.58,9.05,9.849
29.3,1219.69,Clay,Wheat,Kharif,Flood,West,84.42,5.89,11.485
33.03,1249.13,Sandy,Maize,Zaid,Drip,North,39.1,6.07,11.099
17.21,865.47,Sandy,Rice,Kharif,Sprinkler,West,169.48,10.38,12.587
26.93,848.71,Peaty,Maize,Kharif,Rainfed,East,63.95,4.78,9.286
24.09,825.26,Loamy,Wheat,Kharif,Flood,South,122.48,9.13,10.481
29.14,762.67,Loamy,Rice,Zaid,Drip,West,104.24,9.76,10.441
37.14,1427.47,Sandy,Wheat,Kharif,Sprinkler,North,176.08,11.53,14.219
15.52,408.17,Silty,Sorghum,Kharif,Flood,North,100.45,8.76,8.063
25.26,932.16,Sandy,Maize,Rabi,Flood,South,29.72,7.46,10.492
26.77,1049.61,Silty,Rice,Kharif,Flood,North,48.16,5.14,9.075
15.04,1418.54,Sandy,Maize,Kharif,Rainfed,West,114.38,10.39,12.249
25.06,361.21,Peaty,Barley,Kharif,Drip,East,72.11,7.88,8.438
17.39,975.14,Clay,Barley,Zaid,Flood,North,78.96,7.01,10.908
24.93,602.6,Clay,Barley,Zaid,Flood,West,30.64,6.05,7.522
19.8,1233.51,Silty,Rice,Rabi,Flood,West,186.82,11.61,14.739
23.34,991.38,Clay,Maize,Zaid,Rainfed,South,112.53,9.31,12.676
39.17,311.9,Loamy,Maize,Rabi,Sprinkler,Central,105.94,10.68,8.67
21.1,1248.78,Sandy,Rice,Zaid,Drip,West,66.96,4.46,11.628
29.05,855.87,Loamy,Maize,Kharif,Flood,West,27.23,4.7,7.866
31.4,1287.23,Loamy,Rice,Kharif,Sprinkler,South,110.5,4.56,11.905
20.62,541.49,Loamy,Maize,Rabi,Sprinkler,West,67.38,11.7,7.861
34.37,371.59,Loamy,Barley,Kharif,Sprinkler,North,22.84,11.23,9.146
26.72,421.72,Silty,Barley,Kharif,Flood,West,36.98,8.47,8.366
38.32,743.61,Clay,Barley,Rabi,Rainfed,Central,132.7,4.35,10.9
21.15,291.55,Silty,Maize,Zaid,Drip,East,160.18,5.78,8.731
25.99,1174.64,Clay,Rice,Kharif,Sprinkler,East,57.61,4.78,11.147
15.07,1332.35,Silty,Barley,Kharif,Flood,West,42.05,8.43,10.991
30.96,249.01,Loamy,Sorghum,Kharif,Sprinkler,Central,94.58,4.4,7.965
25.27,569.94,Loamy,Wheat,Kharif,Rainfed,West,187.71,11.78,12.035
27.55,1457.98,Clay,Rice,Rabi,Drip,East,178.32,6.81,14.5
18.29,750.57,Peaty,Sorghum,Rabi,Drip,North,119.49,9.01,11.77
38.01,823.87,Peaty,Wheat,Rabi,Drip,North,163.67,9.72,12.225
24.9,409.44,Silty,Maize,Zaid,Rainfed,East,18.08,9.61,7.675
26.59,1084.01,Silty,Barley,Kharif,Rainfed,West,109.36,4.02,9.585
20.42,1192.2,Silty,Barley,Zaid,Drip,North,71.52,10.7,11.982
15.03,569.16,Clay,Maize,Kharif,Sprinkler,North,143.11,10.61,10.374
37.02,1152.78,Loamy,Wheat,Rabi,Flood,West,176.15,10.12,14.507
33.74,570.31,Sandy,Wheat,Rabi,Sprinkler,South,74.55,9.38,9.705
21.99,592.83,Clay,Rice,Zaid,Flood,West,20.77,8.37,8.429
30.63,827.38,Loamy,Maize,Rabi,Flood,North,72.59,10.81,10.879
30.91,232.66,Peaty,Wheat,Rabi,Sprinkler,South,147.75,6.71,9.63
29.26,1179.88,Peaty,Wheat,Rabi,Drip,West,174.75,6.8,13.155
19.7,318.28,Sandy,Wheat,Kharif,Rainfed,West,15.15,4.48,4.791
22.79,647.55,Sandy,Maize,Kharif,Sprinkler,East,152.82,7.99,11.472
20.47,252.41,Loamy,Barley,Rabi,Flood,Central,27.8,10.09,7.369
20.3,1058.82,Clay,Maize,Kharif,Drip,West,96.13,8.65,11.248
21.57,1367.11,Silty,Wheat,Rabi,Sprinkler,West,17.01,8.03,9.201
34.94,1074.92,Silty,Sorghum,Zaid,Rainfed,Central,112.74,11.57,12.906
24.68,1313.11,Loamy,Wheat,Zaid,Sprinkler,East,64.86,11.39,12.792
39.29,898.56,Silty,Rice,Kharif,Flood,West,175.78,10.73,14.051
27.28,1398.8,Sandy,Sorghum,Zaid,Drip,West,122.01,8.81,11.637
17.82,237.43,Silty,Sorghum,Kharif,Sprinkler,East,115.2,5.35,5.968
39.11,818.73,Sandy,Rice,Rabi,Flood,North,106.95,5.51,11.74
22.92,352.6,Loamy,Rice,Kharif,Drip,East,141.27,11.71,10.088
17.4,1284.01,Peaty,Rice,Zaid,Rainfed,North,33.9,8.54,11.394
33.79,1291.92,Loamy,Wheat,Kharif,Sprinkler,East,77.73,5.77,11.693
22.2,795.97,Silty,Wheat,Rabi,Flood,West,80.98,10.5,9.961
28.55,1156.64,Sandy,Wheat,Zaid,Flood,South,20.4,8.79,9.556
34.65,755.2,Clay,Maize,Zaid,Flood,North,98.69,8.05,10.549
24.07,1408.74,Peaty,Wheat,Kharif,Flood,East,84.6,8.61,13.246
17.74,418.83,Peaty,Wheat,Zaid,Rainfed,South,67.4,8.17,7.948
34.33,866.32,Silty,Maize,Zaid,Drip,South,67.47,8.44,9.177
21.6,256.95,Loamy,Rice,Rabi,Drip,Central,135.9,6.58,7.626
20.31,859.15,Sandy,Maize,Zaid,Flood,North,98.73,11.93,11.264
22.56,808.59,Clay,Barley,Zaid,Rainfed,South,125.26,9.48,11.323
26.94,1008.13,Silty,Maize,Zaid,Flood,North,99.28,4.73,11.089
21.17,1155.75,Silty,Rice,Rabi,Rainfed,South,49.06,4.99,11.364
17.71,979.41,Sandy,Barley,Kharif,Rainfed,South,57.05,11.74,9.657
26.5,539.86,Loamy,Rice,Rabi,Drip,South,15.92,5.42,7.755
26.28,1195.91,Loamy,Barley,Rabi,Sprinkler,South,14.69,8.98,11.084
16.88,1182.26,Loamy,Rice,Kharif,Drip,West,150.83,11.83,14.52
22.26,723.64,Loamy,Rice,Kharif,Flood,Central,181.63,6.96,11.175
29.18,869.52,Loamy,Rice,Rabi,Drip,Central,106.43,7.09,8.804
29.01,404.34,Clay,Wheat,Rabi,Sprinkler,North,157.41,9.17,9.971
27.25,240.89,Sandy,Sorghum,Zaid,Flood,South,56.12,4.39,7.568
26.5,1447.6,Sandy,Barley,Kharif,Flood,North,177.92,5.98,14.117
29.61,672.28,Loamy,Rice,Rabi,Sprinkler,South,116.62,5.5,8.463
36.3,978.82,Sandy,Maize,Rabi,Drip,West,37.77,8.87,11.504
38.29,1288.84,Peaty,Maize,Kharif,Flood,North,119.73,10.32,14.516
17.65,1493.37,Peaty,Rice,Rabi,Rainfed,Central,141.53,7.49,12.494
31.17,519.72,Loamy,Maize,Kharif,Sprinkler,West,11.77,11.0,8.259
31.75,573.37,Sandy,Rice,Rabi,Sprinkler,North,105.17,5.53,8.738
39.32,1240.27,Loamy,Wheat,Kharif,Sprinkler,Central,135.44,5.34,12.524
22.89,461.6,Loamy,Maize,Rabi,Flood,South,95.64,9.01,8.444
36.69,1209.56,Sandy,Barley,Kharif,Drip,North,28.66,10.9,10.724
25.82,231.36,Silty,Barley,Zaid,Sprinkler,North,159.79,10.81,10.382
19.43,605.29,Silty,Rice,Kharif,Flood,East,170.88,4.99,10.694
26.68,479.94,Silty,Rice,Rabi,Flood,West,22.67,4.46,6.327
36.01,1107.64,Sandy,Wheat,Kharif,Sprinkler,South,72.35,4.56,11.149
28.05,1132.11,Loamy,Barley,Rabi,Rainfed,South,53.39,10.74,10.386
22.52,398.34,Sandy,Rice,Rabi,Sprinkler,Central,178.89,10.18,9.377
36.42,661.78,Loamy,Maize,Rabi,Drip,West,66.41,10.29,9.976
30.95,1473.66,Silty,Wheat,Rabi,Drip,South,189.21,9.86,15.926
31.21,301.39,Silty,Wheat,Kharif,Flood,East,19.54,7.72,6.93
24.86,941.32,Loamy,Barley,Rabi,Drip,Central,89.83,8.37,12.124
29.29,439.22,Sandy,Barley,Rabi,Sprinkler,Central,107.58,8.6,9.937
21.93,1433.04,Silty,Maize,Zaid,Flood,North,159.85,4.14,12.283
20.14,850.66,Loamy,Maize,Kharif,Flood,North,70.89,4.39,9.083
24.25,1160.69,Peaty,Sorghum,Rabi,Sprinkler,West,134.55,5.85,12.055
26.37,1485.2,Sandy,Wheat,Kharif,Sprinkler,North,124.03,9.36,14.466
34.82,1375.75,Clay,Wheat,Rabi,Rainfed,West,133.6,4.38,13.954
23.29,1193.92,Silty,Rice,Kharif,Flood,East,161.8,10.35,13.735
19.34,975.97,Clay,Sorghum,Kharif,Sprinkler,West,180.23,9.6,13.255
16.39,551.51,Clay,Wheat,Kharif,Sprinkler,Central,54.35,5.52,8.408
30.25,945.35,Loamy,Maize,Kharif,Sprinkler,West,63.5,10.14,11.383
26.11,729.09,Loamy,Wheat,Zaid,Flood,North,15.85,8.86,9.332
